,Salary,SalaryType,YearsCoding,YearsCodingProf,Currency,SalaryUSD
64491,120000.0,Yearly,15-17 years,12-14 years,U.S. dollars ($),120000.0
64492,1000.0,Monthly,15-17 years,15-17 years,U.S. dollars ($),12000.0
64497,115.0,Yearly,9-11 years,0-2 years,U.S. dollars ($),115.0
64499,30000.0,Yearly,9-11 years,0-2 years,British pounds sterling (£),37200.0
64503,250.0,Weekly,3-5 years,0-2 years,Canadian dollars (C$),9490.0
64506,4000.0,Monthly,15-17 years,12-14 years,Euros (€),51360.0
64508,100000.0,Yearly,12-14 years,6-8 years,U.S. dollars ($),100000.0
64511,70000.0,Yearly,9-11 years,9-11 years,Euros (€),74900.0
64512,49000.0,Yearly,15-17 years,15-17 years,Euros (€),52430.0
64516,52000.0,Yearly,30 or more years,18-20 years,Euros (€),55640.0
64517,4900.0,Monthly,9-11 years,6-8 years,Euros (€),62916.0
64519,150000.0,Yearly,27-29 years,21-23 years,U.S. dollars ($),150000.0
64522,33170.0,Yearly,18-20 years,15-17 years,U.S. dollars ($),33170.0
64527,79000.0,Yearly,27-29 years,27-29 years,U.S. dollars ($),79000.0
64528,75000.0,Monthly,12-14 years,12-14 years,Canadian dollars (C$),657000.0
64529,150000.0,Yearly,18-20 years,18-20 years,U.S. dollars ($),150000.0
64530,24000.0,Yearly,3-5 years,3-5 years,Euros (€),25680.0
64535,200000.0,Monthly,9-11 years,3-5 years,Japanese yen (¥),15600.0
64536,50450.0,Monthly,6-8 years,6-8 years,Indian rupees (₹),7264.799999999999
64541,30000.0,Monthly,0-2 years,0-2 years,Indian rupees (₹),4320.0
64542,666000.0,Yearly,3-5 years,3-5 years,Indian rupees (₹),7992.0
64544,32000.0,Yearly,6-8 years,0-2 years,British pounds sterling (£),39680.0
64547,1400.0,Monthly,3-5 years,3-5 years,Euros (€),17976.0
64550,60000.0,Yearly,12-14 years,6-8 years,Euros (€),64200.00000000001
64554,18000.0,Monthly,15-17 years,9-11 years,Mexican pesos (MXN$),12744.0
64555,67000.0,Yearly,30 or more years,27-29 years,Euros (€),71690.0
64556,6000.0,Monthly,12-14 years,9-11 years,Euros (€),77040.0
64557,43200.0,Monthly,18-20 years,18-20 years,Swedish kroner (SEK),47692.8
64563,26000.0,Monthly,6-8 years,3-5 years,Indian rupees (₹),3744.0
64565,8000.0,Monthly,30 or more years,30 or more years,Euros (€),102720.0
64566,1900.0,Monthly,0-2 years,0-2 years,Euros (€),24396.000000000004
64567,3200.0,Monthly,3-5 years,0-2 years,Euros (€),41088.0
64569,45000.0,Yearly,15-17 years,6-8 years,Euros (€),48150.0
64573,53000.0,Yearly,0-2 years,0-2 years,U.S. dollars ($),53000.0
64575,61000.0,Monthly,15-17 years,3-5 years,U.S. dollars ($),732000.0
64576,37000.0,Monthly,9-11 years,3-5 years,Swedish kroner (SEK),40848.0
64577,3000.0,Monthly,9-11 years,9-11 years,Euros (€),38520.0
64578,13500.0,Monthly,3-5 years,0-2 years,British pounds sterling (£),200880.0
64579,1000000.0,Yearly,3-5 years,3-5 years,Indian rupees (₹),12000.0
64583,26000.0,Yearly,3-5 years,0-2 years,British pounds sterling (£),32240.0
64584,14000.0,Yearly,0-2 years,0-2 years,Euros (€),14980.0
64585,3250.0,Monthly,6-8 years,0-2 years,Euros (€),41730.0
64586,43000.0,Monthly,3-5 years,0-2 years,Danish krone (kr),72240.00000000001
64589,42000.0,Monthly,6-8 years,3-5 years,Euros (€),539280.0
64590,117000.0,Yearly,9-11 years,9-11 years,U.S. dollars ($),117000.0
64592,6000.0,Monthly,9-11 years,3-5 years,Polish złoty (zł),18000.0
64595,400.0,Monthly,9-11 years,3-5 years,Euros (€),5136.0
64596,54000.0,Yearly,3-5 years,3-5 years,Euros (€),57780.0
64600,303000.0,Yearly,21-23 years,21-23 years,U.S. dollars ($),303000.0
64602,32119.0,Monthly,0-2 years,0-2 years,Indian rupees (₹),4625.136
64603,3000.0,Monthly,6-8 years,3-5 years,Euros (€),38520.0
64606,5200.0,Monthly,12-14 years,12-14 years,Euros (€),66768.0
64609,94000.0,Yearly,21-23 years,12-14 years,U.S. dollars ($),94000.0
64613,132000.0,Yearly,12-14 years,9-11 years,U.S. dollars ($),132000.0
64615,2000.0,Monthly,3-5 years,0-2 years,Euros (€),25680.0
64616,15000.0,Monthly,0-2 years,0-2 years,Indian rupees (₹),2160.0
64617,96000.0,Yearly,9-11 years,3-5 years,Australian dollars (A$),62400.0
64618,95000.0,Yearly,0-2 years,0-2 years,U.S. dollars ($),95000.0
64619,85000.0,Yearly,3-5 years,3-5 years,U.S. dollars ($),85000.0
64623,108000.0,Yearly,18-20 years,9-11 years,U.S. dollars ($),108000.0
64624,115000.0,Yearly,9-11 years,6-8 years,British pounds sterling (£),142600.0
64625,1860.0,Monthly,6-8 years,0-2 years,Euros (€),23882.4
64631,120000.0,Yearly,30 or more years,30 or more years,U.S. dollars ($),120000.0
64632,40000.0,Yearly,3-5 years,0-2 years,U.S. dollars ($),40000.0
64634,105000.0,Yearly,30 or more years,12-14 years,U.S. dollars ($),105000.0
64638,65000.0,Yearly,3-5 years,0-2 years,U.S. dollars ($),65000.0
64639,1900.0,Monthly,12-14 years,9-11 years,Euros (€),24396.000000000004
64640,70000.0,Yearly,3-5 years,3-5 years,U.S. dollars ($),70000.0
64641,80000.0,Yearly,3-5 years,0-2 years,U.S. dollars ($),80000.0
64645,55000.0,Yearly,9-11 years,3-5 years,Canadian dollars (C$),40150.0
64649,7000.0,Monthly,24-26 years,15-17 years,Euros (€),89880.0
64654,90000.0,Monthly,9-11 years,6-8 years,Australian dollars (A$),702000.0
64656,90000.0,Monthly,0-2 years,0-2 years,Russian rubles (₽),11879.999999999998
64657,34500.0,Monthly,21-23 years,9-11 years,Mexican pesos (MXN$),24426.0
64660,150.0,Weekly,6-8 years,0-2 years,U.S. dollars ($),7800.0
64663,102000.0,Yearly,18-20 years,18-20 years,U.S. dollars ($),102000.0
64670,107000.0,Yearly,12-14 years,6-8 years,Swiss francs,117700.00000000001
64672,70000.0,Yearly,6-8 years,3-5 years,Euros (€),74900.0
64673,85000.0,Yearly,6-8 years,3-5 years,U.S. dollars ($),85000.0
64674,112000.0,Yearly,9-11 years,6-8 years,U.S. dollars ($),112000.0
64681,2600.0,Monthly,6-8 years,3-5 years,Euros (€),33384.0
64683,130000.0,Yearly,27-29 years,27-29 years,Swiss francs,143000.0
64685,24400.0,Yearly,3-5 years,0-2 years,U.S. dollars ($),24400.0
64687,134000.0,Yearly,15-17 years,12-14 years,U.S. dollars ($),134000.0
64691,85000.0,Yearly,6-8 years,3-5 years,U.S. dollars ($),85000.0
64695,152000.0,Yearly,9-11 years,6-8 years,U.S. dollars ($),152000.0
64697,15000.0,Yearly,3-5 years,0-2 years,Euros (€),16050.000000000002
64704,105000.0,Yearly,9-11 years,3-5 years,U.S. dollars ($),105000.0
64710,52000.0,Yearly,6-8 years,6-8 years,Euros (€),55640.0
64712,131304.0,Yearly,18-20 years,15-17 years,U.S. dollars ($),131304.0
64713,85000.0,Weekly,3-5 years,0-2 years,U.S. dollars ($),4420000.0
64716,78000.0,Yearly,12-14 years,3-5 years,U.S. dollars ($),78000.0
64720,1200.0,Monthly,12-14 years,3-5 years,U.S. dollars ($),14400.0
64722,36000.0,Yearly,3-5 years,0-2 years,British pounds sterling (£),44640.0
64723,16000.0,Monthly,12-14 years,12-14 years,Polish złoty (zł),48000.0
64724,7500.0,Monthly,6-8 years,3-5 years,Polish złoty (zł),22500.0
64725,300000.0,Yearly,30 or more years,21-23 years,U.S. dollars ($),300000.0
64729,10.0,Monthly,3-5 years,3-5 years,Indian rupees (₹),1.44
64730,100000.0,Yearly,15-17 years,9-11 years,British pounds sterling (£),124000.0
64735,3700.0,Monthly,6-8 years,6-8 years,Euros (€),47508.00000000001
64737,92000.0,Yearly,15-17 years,12-14 years,U.S. dollars ($),92000.0
64738,45000.0,Yearly,30 or more years,27-29 years,British pounds sterling (£),55800.0
64739,700000.0,Yearly,9-11 years,0-2 years,Indian rupees (₹),8400.0
64740,14000.0,Monthly,6-8 years,3-5 years,Mexican pesos (MXN$),9912.0
64746,35000.0,Yearly,9-11 years,3-5 years,Euros (€),37450.0
64748,45000.0,Yearly,9-11 years,6-8 years,Euros (€),48150.0
64750,2000.0,Monthly,6-8 years,6-8 years,U.S. dollars ($),24000.0
64751,5800.0,Monthly,15-17 years,12-14 years,Euros (€),74472.0
64752,62000.0,Monthly,6-8 years,3-5 years,Swiss francs,818400.0
64753,40000.0,Monthly,30 or more years,30 or more years,Swedish kroner (SEK),44160.0
64754,110000.0,Yearly,12-14 years,9-11 years,U.S. dollars ($),110000.0
64757,2317.0,Monthly,9-11 years,3-5 years,Euros (€),29750.28
64763,98151.0,Monthly,3-5 years,0-2 years,Euros (€),1260258.84
64767,100000.0,Monthly,9-11 years,9-11 years,Indian rupees (₹),14400.0
64768,67000.0,Yearly,3-5 years,0-2 years,U.S. dollars ($),67000.0
64769,35600.0,Monthly,6-8 years,6-8 years,Swedish kroner (SEK),39302.399999999994
64778,80000.0,Yearly,9-11 years,6-8 years,Canadian dollars (C$),58400.0
64779,100000.0,Yearly,6-8 years,3-5 years,U.S. dollars ($),100000.0
64780,3000.0,Monthly,6-8 years,3-5 years,Euros (€),38520.0
64782,145000.0,Yearly,21-23 years,21-23 years,U.S. dollars ($),145000.0
64783,100000.0,Yearly,6-8 years,3-5 years,Australian dollars (A$),65000.0
64785,100000.0,Yearly,30 or more years,30 or more years,Euros (€),107000.0
64787,22000.0,Yearly,6-8 years,0-2 years,Euros (€),23540.0
64788,40000.0,Yearly,9-11 years,3-5 years,British pounds sterling (£),49600.0
64790,35000.0,Monthly,0-2 years,0-2 years,Indian rupees (₹),5040.0
64792,180000.0,Yearly,21-23 years,18-20 years,U.S. dollars ($),180000.0
64793,50000.0,Monthly,3-5 years,0-2 years,Russian rubles (₽),6600.0
64796,860.0,Monthly,6-8 years,0-2 years,Euros (€),11042.400000000001
64798,160000.0,Yearly,9-11 years,6-8 years,U.S. dollars ($),160000.0
64799,80000.0,Yearly,9-11 years,9-11 years,Brazilian reais (R$),15200.0
64801,110000.0,Yearly,24-26 years,24-26 years,U.S. dollars ($),110000.0
64803,2500.0,Monthly,3-5 years,3-5 years,U.S. dollars ($),30000.0
64804,44600.0,Yearly,3-5 years,3-5 years,British pounds sterling (£),55304.0
64805,105000.0,Yearly,9-11 years,3-5 years,U.S. dollars ($),105000.0
64807,85000.0,Yearly,15-17 years,15-17 years,U.S. dollars ($),85000.0
64809,32000.0,Yearly,0-2 years,0-2 years,U.S. dollars ($),32000.0
64810,100000.0,Yearly,15-17 years,12-14 years,U.S. dollars ($),100000.0
64811,59000.0,Yearly,9-11 years,3-5 years,Euros (€),63130.00000000001
64816,90000.0,Yearly,9-11 years,9-11 years,Euros (€),96300.0
64819,110000.0,Yearly,12-14 years,6-8 years,U.S. dollars ($),110000.0
64821,165000.0,Yearly,24-26 years,12-14 years,U.S. dollars ($),165000.0
64822,60000.0,Yearly,6-8 years,3-5 years,U.S. dollars ($),60000.0
64826,3500.0,Monthly,9-11 years,9-11 years,U.S. dollars ($),42000.0
64827,51500.0,Yearly,12-14 years,6-8 years,Canadian dollars (C$),37595.0
64830,4000.0,Monthly,24-26 years,12-14 years,Euros (€),51360.0
64833,135000.0,Yearly,9-11 years,6-8 years,Australian dollars (A$),87750.0
64837,3150.0,Monthly,15-17 years,3-5 years,Euros (€),40446.0
64842,45000.0,Yearly,3-5 years,0-2 years,Canadian dollars (C$),32850.0
64847,2500.0,Monthly,9-11 years,3-5 years,Euros (€),32100.0
64849,51000.0,Monthly,12-14 years,3-5 years,Russian rubles (₽),6732.0
64854,19000.0,Monthly,24-26 years,18-20 years,Polish złoty (zł),57000.0
64855,64800.0,Yearly,3-5 years,0-2 years,Swiss francs,71280.0
64858,83000.0,Monthly,24-26 years,18-20 years,Euros (€),1065720.0
64859,250.0,Monthly,0-2 years,0-2 years,U.S. dollars ($),3000.0
64861,588000.0,Monthly,3-5 years,0-2 years,Indian rupees (₹),84672.0
64862,100000.0,Yearly,15-17 years,9-11 years,Canadian dollars (C$),73000.0
64864,52000.0,Yearly,24-26 years,9-11 years,British pounds sterling (£),64480.0
64866,62500.0,Yearly,9-11 years,0-2 years,Canadian dollars (C$),45625.0
64867,1250.0,Monthly,6-8 years,3-5 years,Euros (€),16050.0
64869,100000.0,Yearly,30 or more years,9-11 years,U.S. dollars ($),100000.0
64870,9000.0,Yearly,6-8 years,3-5 years,Euros (€),9630.0
64871,60000.0,Yearly,9-11 years,6-8 years,Euros (€),64200.00000000001
64874,42000.0,Yearly,12-14 years,6-8 years,British pounds sterling (£),52080.0
64875,4000.0,Monthly,9-11 years,9-11 years,Euros (€),51360.0
64877,100000.0,Yearly,24-26 years,18-20 years,U.S. dollars ($),100000.0
64879,1000.0,Monthly,3-5 years,0-2 years,Euros (€),12840.0
64880,2700.0,Monthly,9-11 years,9-11 years,Euros (€),34668.0
64884,5000.0,Monthly,6-8 years,3-5 years,Brazilian reais (R$),11400.0
64885,33000.0,Monthly,12-14 years,12-14 years,Mexican pesos (MXN$),23364.0
64888,60000.0,Yearly,9-11 years,9-11 years,Euros (€),64200.00000000001
64889,101000.0,Yearly,12-14 years,9-11 years,U.S. dollars ($),101000.0
64892,2600000.0,Yearly,18-20 years,9-11 years,Indian rupees (₹),31200.0
64895,2500.0,Monthly,6-8 years,3-5 years,Euros (€),32100.0
64896,2200.0,Monthly,3-5 years,0-2 years,Euros (€),28248.0
64897,20000.0,Monthly,3-5 years,0-2 years,Swedish kroner (SEK),22080.0
64898,10000.0,Monthly,3-5 years,0-2 years,Norwegian krone (kr),10920.0
64899,8000.0,Monthly,3-5 years,0-2 years,Chinese yuan renminbi (¥),13440.0
64900,35000.0,Yearly,3-5 years,0-2 years,Euros (€),37450.0
64903,40000.0,Monthly,3-5 years,0-2 years,Indian rupees (₹),5760.0
64905,2500.0,Monthly,6-8 years,6-8 years,Brazilian reais (R$),5700.0
64906,125000.0,Yearly,18-20 years,9-11 years,U.S. dollars ($),125000.0
64908,2000000.0,Yearly,9-11 years,9-11 years,Indian rupees (₹),24000.0
64910,8000.0,Monthly,3-5 years,3-5 years,Polish złoty (zł),24000.0
64912,68680.0,Yearly,12-14 years,6-8 years,Euros (€),73487.6
64913,125000.0,Yearly,15-17 years,9-11 years,Australian dollars (A$),81250.0
64914,5000.0,Monthly,3-5 years,3-5 years,U.S. dollars ($),60000.0
64918,5000.0,Monthly,27-29 years,12-14 years,Euros (€),64200.0
64919,250000.0,Monthly,12-14 years,6-8 years,Russian rubles (₽),33000.0
64922,5000.0,Monthly,30 or more years,18-20 years,Euros (€),64200.0
64924,30000.0,Monthly,9-11 years,9-11 years,Euros (€),385200.00000000006
64925,450000.0,Yearly,3-5 years,3-5 years,Indian rupees (₹),5400.0
64927,155000.0,Yearly,18-20 years,18-20 years,U.S. dollars ($),155000.0
64933,920.0,Monthly,3-5 years,0-2 years,U.S. dollars ($),11040.0
64937,26000.0,Monthly,6-8 years,0-2 years,Swedish kroner (SEK),28704.0
64939,33000.0,Yearly,24-26 years,9-11 years,U.S. dollars ($),33000.0
64940,500.0,Monthly,0-2 years,0-2 years,U.S. dollars ($),6000.0
64944,680.0,Weekly,6-8 years,0-2 years,U.S. dollars ($),35360.0
64947,350000.0,Monthly,3-5 years,3-5 years,Brazilian reais (R$),798000.0
64949,46000.0,Monthly,12-14 years,6-8 years,Mexican pesos (MXN$),32568.0
64954,158000.0,Yearly,12-14 years,6-8 years,U.S. dollars ($),158000.0
64955,156000.0,Yearly,0-2 years,0-2 years,Indian rupees (₹),1872.0
64956,200000.0,Yearly,21-23 years,15-17 years,U.S. dollars ($),200000.0
64959,27000.0,Yearly,6-8 years,3-5 years,British pounds sterling (£),33480.0
64962,28000.0,Yearly,9-11 years,6-8 years,Euros (€),29960.0
64964,241379.0,Monthly,9-11 years,9-11 years,Russian rubles (₽),31862.028
64965,900000.0,Monthly,3-5 years,0-2 years,Indian rupees (₹),129600.0
64968,650000.0,Yearly,6-8 years,3-5 years,Indian rupees (₹),7800.0
64971,1000.0,Monthly,12-14 years,3-5 years,U.S. dollars ($),12000.0
64973,135000.0,Yearly,18-20 years,9-11 years,U.S. dollars ($),135000.0
64974,60000.0,Yearly,12-14 years,9-11 years,Euros (€),64200.00000000001
64975,79000.0,Weekly,12-14 years,3-5 years,Australian dollars (A$),2670200.0
64976,108000.0,Yearly,21-23 years,18-20 years,U.S. dollars ($),108000.0
64977,8000.0,Monthly,3-5 years,3-5 years,Brazilian reais (R$),18240.0
64979,97000.0,Yearly,6-8 years,3-5 years,U.S. dollars ($),97000.0
64980,31500.0,Yearly,3-5 years,3-5 years,British pounds sterling (£),39060.0
64983,3000.0,Monthly,6-8 years,0-2 years,Brazilian reais (R$),6840.0
64984,37500.0,Monthly,3-5 years,3-5 years,Euros (€),481500.0
64986,173000.0,Yearly,30 or more years,12-14 years,U.S. dollars ($),173000.0
64988,43000.0,Yearly,0-2 years,0-2 years,Euros (€),46010.0
64992,65000.0,Yearly,0-2 years,0-2 years,U.S. dollars ($),65000.0
64994,17500.0,Yearly,3-5 years,0-2 years,British pounds sterling (£),21700.0
64995,26000.0,Yearly,3-5 years,0-2 years,British pounds sterling (£),32240.0
64996,700000.0,Yearly,12-14 years,9-11 years,Norwegian krone (kr),63700.0
64997,3800.0,Monthly,21-23 years,9-11 years,Euros (€),48792.00000000001
64999,21000.0,Monthly,3-5 years,3-5 years,Indian rupees (₹),3024.0
65000,78000.0,Yearly,12-14 years,3-5 years,U.S. dollars ($),78000.0
65004,125000.0,Yearly,12-14 years,12-14 years,U.S. dollars ($),125000.0
65006,700000.0,Yearly,3-5 years,3-5 years,Indian rupees (₹),8400.0
65010,97500.0,Yearly,15-17 years,15-17 years,U.S. dollars ($),97500.0
65013,65000.0,Yearly,9-11 years,6-8 years,Euros (€),69550.0
65018,5000.0,Monthly,18-20 years,15-17 years,Brazilian reais (R$),11400.0
65021,3900.0,Yearly,12-14 years,9-11 years,Euros (€),4173.0
65027,27000.0,Yearly,0-2 years,0-2 years,U.S. dollars ($),27000.0
65028,105000.0,Yearly,3-5 years,0-2 years,U.S. dollars ($),105000.0
65030,75000.0,Yearly,12-14 years,6-8 years,Canadian dollars (C$),54750.0
65032,75000.0,Yearly,6-8 years,3-5 years,U.S. dollars ($),75000.0
65033,55000.0,Yearly,18-20 years,18-20 years,Canadian dollars (C$),40150.0
65034,135000.0,Yearly,18-20 years,9-11 years,U.S. dollars ($),135000.0
65035,85000.0,Yearly,9-11 years,9-11 years,U.S. dollars ($),85000.0
65039,600000.0,Yearly,6-8 years,3-5 years,Indian rupees (₹),7200.0
65041,1600.0,Monthly,9-11 years,9-11 years,U.S. dollars ($),19200.0
65043,1800000.0,Yearly,6-8 years,6-8 years,Indian rupees (₹),21600.0
65045,125000.0,Yearly,27-29 years,24-26 years,Australian dollars (A$),81250.0
65046,2500.0,Monthly,15-17 years,12-14 years,U.S. dollars ($),30000.0
65047,3000.0,Monthly,6-8 years,3-5 years,Brazilian reais (R$),6840.0
65050,6100.0,Monthly,9-11 years,3-5 years,Swiss francs,80520.00000000001
65051,1000.0,Monthly,6-8 years,3-5 years,U.S. dollars ($),12000.0
65057,45000.0,Yearly,21-23 years,6-8 years,U.S. dollars ($),45000.0
65063,65000.0,Yearly,9-11 years,3-5 years,Euros (€),69550.0
65066,33000.0,Yearly,6-8 years,6-8 years,Euros (€),35310.0
65067,50000.0,Monthly,6-8 years,0-2 years,Russian rubles (₽),6600.0
65069,30000.0,Yearly,6-8 years,6-8 years,British pounds sterling (£),37200.0
65070,63000.0,Monthly,9-11 years,6-8 years,British pounds sterling (£),937440.0
65072,44000.0,Yearly,3-5 years,0-2 years,Euros (€),47080.0
65075,60000.0,Monthly,12-14 years,9-11 years,Danish krone (kr),100800.0
65076,1900.0,Monthly,3-5 years,3-5 years,U.S. dollars ($),22800.0
65077,1700000.0,Yearly,9-11 years,9-11 years,Indian rupees (₹),20400.0
65084,85000.0,Yearly,9-11 years,6-8 years,U.S. dollars ($),85000.0
65085,100000.0,Yearly,18-20 years,6-8 years,Swiss francs,110000.00000000001
65086,27000.0,Yearly,18-20 years,18-20 years,Euros (€),28890.0
65090,116000.0,Yearly,24-26 years,15-17 years,Australian dollars (A$),75400.0
65091,39000.0,Yearly,3-5 years,3-5 years,British pounds sterling (£),48360.0
65095,90000.0,Yearly,9-11 years,6-8 years,U.S. dollars ($),90000.0
65096,100000.0,Yearly,15-17 years,12-14 years,Euros (€),107000.0
65097,450.0,Monthly,6-8 years,0-2 years,Euros (€),5778.0
65098,1800.0,Monthly,6-8 years,3-5 years,U.S. dollars ($),21600.0
65099,3000000.0,Yearly,6-8 years,0-2 years,Indian rupees (₹),36000.0
65100,137000.0,Yearly,6-8 years,0-2 years,U.S. dollars ($),137000.0
65106,95000.0,Yearly,6-8 years,6-8 years,Canadian dollars (C$),69350.0
65107,105000.0,Yearly,6-8 years,3-5 years,U.S. dollars ($),105000.0
65108,900.0,Monthly,3-5 years,3-5 years,U.S. dollars ($),10800.0
65110,85000.0,Yearly,6-8 years,6-8 years,U.S. dollars ($),85000.0
65112,122000.0,Yearly,18-20 years,9-11 years,U.S. dollars ($),122000.0
65113,45000.0,Monthly,3-5 years,3-5 years,Danish krone (kr),75600.00000000001
65117,39000.0,Monthly,15-17 years,3-5 years,Danish krone (kr),65520.000000000015
65118,2000.0,Monthly,6-8 years,6-8 years,U.S. dollars ($),24000.0
65119,153000.0,Yearly,12-14 years,0-2 years,U.S. dollars ($),153000.0
65120,100000.0,Yearly,12-14 years,0-2 years,U.S. dollars ($),100000.0
65123,23300.0,Monthly,0-2 years,0-2 years,Indian rupees (₹),3355.2000000000003
